"AGENCY","YEAR","ORI","STATE","COUNTY","POP","COMPSTAT","COMPSTATDATE","HASCOMPSTAT","YEAR.UNFOUNDED.MURDER","YEAR.UNFOUNDED.RAPE.TOT","YEAR.UNFOUND.AUTO.THFT","YEAR.ACT.NUM.MURDER","YEAR.ACT.NUM.RAPE.TOT","YEAR.ACT.NUM.ASSAULT.TOT","YEAR.ACT.VHC.THFT.TOT","YEAR.ACT.ALL.FIELDS","YEAR.TOT.CLR.MURDER","YEAR.TOT.CLR.RAPE.TOT","YEAR.TOT.CLR.ASSAULT.TOT","YEAR.TOT.CLR.VHC.THFT.TOT","YEAR.TOT.CLR.ALL.FIELDS","SHAREPT2","clearrate","unfoundrapepct","murderclearrate","rapeclearrate","assaultclearrate","unfoundmurderpct","unfoundassaultpct","PART1arrests","PART2arrests","popblackpct","popwhitepct","unfoundautopct","yearssincecompstat","FIPS_PLACE_ID","cdcHomicide","cdcSuicide","cdcUndetermined","cdcUnintentional","haselection","years_since_election","partisantotal","incidentsperpop","autoclearrate","YEAR.ACT.NUM.KILLINGS"
"MINNEAPOLIS",1993,"MN02711","Minnesota",27,366642,1,1998,0,0,53,26,58,518,14123,4672,51859,49,206,7420,284,12540,0.644579678244262,0.241809521973042,0.0928196147110333,0.844827586206897,0.397683397683398,0.525384125185867,0,0.012860837352345,10980,19913,0.070010333942045,0.880229139829089,0.00595744680851064,-5,2743000,66,121,13,322,1,0,1,0.143063260619351,0.0607876712328767,58
"MINNEAPOLIS",1994,"MN02711","Minnesota",27,370834,1,1998,0,0,48,21,62,578,15188,4204,53609,41,205,6633,264,11282,0.689519195560939,0.210449737917141,0.0766773162939297,0.661290322580645,0.354671280276817,0.436726362918093,0,0.012612144064491,11023,24480,0.0742925829957999,0.873990439931527,0.00544121126094157,-4,2743000,67,133,NA,375,0,1,1,0.146046479017566,0.0627973358705994,62
"MINNEAPOLIS",1995,"MN02711","Minnesota",27,357709,1,1998,0,1,26,31,96,578,14627,4489,53074,0,0,0,0,0,0.683129383455116,0,0.043046357615894,0,0,0,0.0103092783505155,0.015812138339389,10798,23279,0.0783215653356015,0.867792024008944,0.00751713464514703,-3,2743000,200,240,NA,658,0,2,1,0.149711077999156,0,96
"MINNEAPOLIS",1996,"MN02711","Minnesota",27,361595,1,1998,0,0,41,36,83,516,16384,5650,54243,0,0,0,0,0,0.70141433806688,0,0.0736086175942549,0,0,0,0,0.00949156641073696,10429,24499,0.0821337255491775,0.862343680363772,0.00685533485674108,-2,2743000,170,220,24,686,0,3,1,0.151152532529487,0,83
"MINNEAPOLIS",1997,"MN02711","Minnesota",27,363932,1,1998,0,0,33,15,58,536,16344,5806,55145,11,134,1769,132,4008,0.648722296233499,0.0726811134282346,0.0579964850615114,0.189655172413793,0.25,0.108235438081253,0,0.00456787867714234,5801,10713,0.0862884442788526,0.855836592658122,0.00360391281963274,-1,2743000,130,202,NA,768,1,0,1,0.152198762406164,0.0227351016190148,58
"MINNEAPOLIS",1998,"MN02711","Minnesota",27,362124,1,1998,1,0,30,47,58,458,15236,4486,47220,0,0,0,0,0,NA,0,0.0614754098360656,0,0,0,0,0.00923397060736117,0,0,0.0909397799094087,0.848895634402849,0.0118942731277533,0,2743000,116,218,32,730,0,1,1,0.13181396427743,0,58
"MINNEAPOLIS",1999,"MN02711","Minnesota",27,355949,1,1998,1,1,29,64,47,451,14231,3866,42619,0,0,0,0,0,0.80528450133063,0,0.0604166666666667,0,0,0,0.0208333333333333,0.00656195462478185,9219,38127,0.0960235537123051,0.841551358375825,0.0190307028672926,1,2743000,51,104,11,397.6958,0,2,1,0.121067905795493,0,47
"MINNEAPOLIS",2000,"MN02711","Minnesota",27,382618,1,1998,1,0,0,0,50,422,13203,3783,38708,19,156,5235,261,8734,0.81212392349849,0.225638110984809,0,0.38,0.369668246445498,0.396500795273801,0,0,8399,36306,0.0996526334142514,0.835662969470188,0,2,2743000,49,102,15,367.8171,0,3,1,0.10116617618617,0.0689928628072958,50
"MINNEAPOLIS",2001,"MN02711","Minnesota",27,386726,1,1998,1,3,8,0,43,399,11376,4079,36480,0,0,0,0,0,NA,0,0.0196560196560197,0,0,0,0.0652173913043478,0.00350385423966363,0,0,0.101809206725599,0.832581719155229,0.00778399416200438,3,2743000,55,102,18,422.423,1,0,1,0.0947311533230246,0,43
"MINNEAPOLIS",2002,"MN02711","Minnesota",27,390415,1,1998,1,0,23,0,47,362,10843,3433,35553,0,0,0,0,0,NA,0,0.0597402597402597,0,0,0,0,0.00595892922625596,0,0,0.103205159011984,0.830024403137699,0.0233285917496444,4,2743000,60,102,12,402.8473,0,1,1,0.0919483114122152,0,47
"MINNEAPOLIS",2003,"MN02711","Minnesota",27,378602,1,1998,1,0,16,0,46,384,10089,3519,33117,0,0,0,0,0,NA,0,0.04,0,0,0,0,0.0061077726332381,0,0,0.105348523774679,0.8271419643954,0.0222283967768825,5,2743000,57,83,11,386.3625,0,2,1,0.0882430626356966,0,47
"MINNEAPOLIS",2004,"MN02711","Minnesota",27,376255,1,1998,1,1,23,44,53,389,10297,3651,33226,35,221,4295,235,7453,0.80119366124717,0.224312285559502,0.0558252427184466,0.648148148148148,0.568123393316195,0.417111780130135,0.0185185185185185,0.00579318335425316,6762,27251,0.107991610642662,0.823437143915223,0.0161681487469685,6,2743000,62,96,14,393.5746,0,3,1,0.089051308288262,0.0643659271432484,54
"MINNEAPOLIS",2005,"MN02711","Minnesota",27,376277,1,1998,1,2,27,36,47,402,10750,3894,36200,28,169,3857,247,6462,0.787238754882616,0.178508287292818,0.0629370629370629,0.571428571428571,0.420398009950249,0.358790697674419,0.0408163265306122,0.00628581992974672,10567,39099,0.109929198083198,0.820531486626404,0.0126774847870183,7,2743000,57,118,22,440.9684,1,0,1,0.0968674673179599,0.0634309193631228,47
"MINNEAPOLIS",2006,"MN02711","Minnesota",27,375302,1,1998,1,3,23,71,57,453,11369,3625,37468,32,120,4462,202,7036,0.82251384790599,0.187786911497811,0.0483193277310924,0.533333333333333,0.264900662251656,0.392470753804204,0.05,0.00524980313238254,6857,31777,0.1123200056852,0.816710934238228,0.022911051212938,8,2743000,60,123,16,417.2715,0,1,1,0.100710894159903,0.0557241379310345,57
"MINNEAPOLIS",2007,"MN02711","Minnesota",27,371240,1,1998,1,0,23,23,47,452,10712,3176,36274,28,115,4554,192,7066,0.832621295817573,0.194795170094282,0.0484210526315789,0.595744680851064,0.254424778761062,0.42513069454817,0,0.00658443846795882,6151,30598,0.113986924417421,0.813922842251214,0.0105919003115265,9,2743000,50,106,17,492.4834,0,2,1,0.0983406960456847,0.0604534005037783,47
"MINNEAPOLIS",2008,"MN02711","Minnesota",27,376753,1,1998,1,0,30,16,37,367,9349,2410,32536,20,142,3817,131,6255,0.837632731417602,0.192248586181461,0.0755667506297229,0.540540540540541,0.386920980926431,0.408278960316611,0,0.00521387529261545,5413,27925,0.115010696780134,0.811920991459174,0.011890118901189,10,2743000,50,123,26,493.5137,0,3,1,0.086956175531449,0.054356846473029,38
"MINNEAPOLIS",2009,"MN02711","Minnesota",27,382618,1,1998,1,1,18,43,18,413,8498,1798,28451,10,174,3516,99,6590,0.8203621965468,0.231626304875048,0.0417633410672854,0.526315789473684,0.421307506053269,0.413744410449518,0.0526315789473684,0.00886400746442734,5535,25277,0.114910981470846,0.810965493714942,0.0307277628032345,11,2743000,29,113,28,461.5744,1,0,1,0.0751193095986075,0.0550611790878754,18
"MINNEAPOLIS",2010,"MN02711","Minnesota",27,382578,1,1998,1,3,41,14,37,438,7399,1903,27769,23,164,3519,112,6299,0.822203196347032,0.226835680074904,0.0855949895615866,0.575,0.374429223744292,0.475604811461008,0.075,0.00791096808795924,4984,23048,0.114897693716977,0.809837478770097,0.0119418483904465,12,2743000,43,123,21,487.3319,0,1,1,0.0733131544417086,0.0588544403573305,37
"MINNEAPOLIS",2011,"MN02711","Minnesota",27,385531,1,1998,1,5,36,15,32,386,6750,1775,27947,20,169,2741,112,5788,0.794441672104718,0.207106308369414,0.0853080568720379,0.540540540540541,0.437823834196891,0.406074074074074,0.135135135135135,0.0111338997949018,5355,20696,0.131740439214613,0.784014332626394,0.0116926503340757,13,2743000,42,116,22,518.2409,0,2,1,0.07316661954551,0.0630985915492958,32
"MINNEAPOLIS",2013,"MN02711","Minnesota",27,396206,1,1998,1,4,12,11,36,385,6073,1575,27708,17,132,2299,123,5570,0.802816901408451,0.201024974736538,0.0302267002518892,0.425,0.342857142857143,0.37856084307591,0.1,0.0076797385620915,4970,20235,0.135120743962802,0.776803659817009,0.010678391959799,15,2743000,50,134,14,584.1801,1,0,1,0.0704381054300036,0.0780952380952381,36
"ST. PAUL",1990,"MN06209","Minnesota",62,272235,1,1998,0,0,0,0,18,269,6884,2316,27332,13,228,4780,544,8460,0.528483663781067,0.309527294014342,0,0.722222222222222,0.847583643122677,0.694363742010459,0,0,6754,7570,0.0479270591185351,0.889904240428667,0,-8,2758000,25,81,NA,127,0,1,0,0.100398552720995,0.234887737478411,18
"ST. PAUL",1991,"MN06209","Minnesota",62,275776,1,1998,0,0,0,0,12,286,1583,2327,21765,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.0503894305896039,0.884129295461388,0,-7,2758000,18,68,NA,120,0,2,0,0.0789227488976561,0,12
"ST. PAUL",1993,"MN06209","Minnesota",62,271208,1,1998,0,0,15,160,22,242,6276,2326,25175,15,193,3993,415,7123,0.581924474640544,0.282939424031778,0.0583657587548638,0.681818181818182,0.797520661157025,0.63623326959847,0,0.0113421550094518,5292,7366,0.0577759812146302,0.868319595042027,0.0747812251392204,-5,2758000,26,58,10,129,1,0,0,0.0945768561399369,0.178417884780739,25
"ST. PAUL",1994,"MN06209","Minnesota",62,274210,1,1998,0,0,17,132,29,269,6762,2026,24674,16,258,5444,831,10380,0.628755882707856,0.42068574207668,0.0594405594405594,0.551724137931034,0.95910780669145,0.805087252292221,0,0.0101010101010101,6153,10421,0.0616230495893552,0.860421300854514,0.0676484123331799,-4,2758000,28,40,NA,130,0,1,0,0.0913095802487145,0.410167818361303,29
"ST. PAUL",1995,"MN06209","Minnesota",62,264539,1,1998,0,0,13,104,25,233,6236,2229,25144,22,231,5620,685,10594,0.641830144998172,0.421333121221763,0.0528455284552846,0.88,0.991416309012876,0.901218729955099,0,0.011257333121928,5879,10535,0.065359569391982,0.852243691225494,0.0514893617021277,-3,2758000,52,102,26,258,0,2,0,0.0963865441390494,0.307312696276357,25
"ST. PAUL",1996,"MN06209","Minnesota",62,267292,1,1998,0,0,14,96,26,234,5841,2636,25243,24,229,4639,854,9076,0.647933689965317,0.359545220457156,0.0564516129032258,0.923076923076923,0.978632478632479,0.794213319637048,0,0.00966429298067141,5989,11022,0.0688404779200764,0.845181668225218,0.0411058566751546,-2,2758000,62,114,NA,272,0,3,0,0.0956407225057241,0.323975720789074,26
"ST. PAUL",1997,"MN06209","Minnesota",62,268898,1,1998,0,0,15,91,24,229,5878,2628,25845,23,240,4329,786,8240,0.735750629593462,0.318823757012962,0.0614754098360656,0.958333333333333,1.04803493449782,0.736474991493705,0,0.0101044122600202,10283,28631,0.0727044420652957,0.836197598474868,0.0408759124087591,-1,2758000,52,104,NA,286,1,0,0,0.0972524897916682,0.299086757990868,24
"ST. PAUL",1998,"MN06209","Minnesota",62,262492,1,1998,1,1,13,69,22,243,1282,2350,20265,0,0,0,0,0,0.660377358490566,0,0.05078125,0,0,0,0.0434782608695652,0,5238,10185,0.0770360124487477,0.826893247048362,0.0345110928512736,0,2758000,52,112,20,272,0,1,0,0.0780328543346083,0,22
"ST. PAUL",1999,"MN06209","Minnesota",62,260011,1,1998,1,0,16,94,14,200,5099,1900,22247,11,215,3400,498,6512,0.692398515686495,0.292713624308896,0.0740740740740741,0.785714285714286,1.075,0.666797411257109,0,0.00990291262135922,5471,12315,0.0817086463396671,0.817318210831247,0.0640394088669951,1,2758000,18,35,12,150.4238,0,2,0,0.0868347877589794,0.262105263157895,14
"ST. PAUL",2000,"MN06209","Minnesota",62,287151,1,1998,1,0,0,0,20,223,5305,1996,22632,20,134,2936,376,5385,0.729163342375406,0.237937433722163,0,1,0.600896860986547,0.553440150801131,0,0,5092,13709,0.0850687929956223,0.809834271419637,0,2,2758000,34,52,0,145.2723,0,3,0,0.0788156753763699,0.188376753507014,20
"ST. PAUL",2001,"MN06209","Minnesota",62,290234,1,1998,1,2,8,0,9,221,4755,2344,22475,0,0,0,0,0,NA,0,0.0349344978165939,0,0,0,0.181818181818182,0.0147119767923746,0,0,0.087342023810452,0.806185337938455,0.0608974358974359,3,2758000,18,56,0,140.1208,1,0,0,0.0784780556378646,0,9
"ST. PAUL",2002,"MN06209","Minnesota",62,293002,1,1998,1,3,7,0,13,192,4317,2171,20939,0,0,0,0,0,NA,0,0.0351758793969849,0,0,0,0.1875,0.0139333028780265,0,0,0.0898926567168855,0.802732730498259,0.0609861591695502,4,2758000,16,39,0,173.0904,0,1,0,0.0724397785680644,0,13
"ST. PAUL",2003,"MN06209","Minnesota",62,286281,1,1998,1,0,7,0,20,217,4062,2090,18477,0,0,0,0,0,NA,0,0.03125,0,0,0,0,0.0147950521464953,0,0,0.0920151069283567,0.800293679952094,0.0623598026020637,5,2758000,20,45,0,174.1207,0,2,0,0.0655335142744367,0,20
"ST. PAUL",2004,"MN06209","Minnesota",62,282709,1,1998,1,1,6,0,20,219,4553,1944,18506,0,0,0,0,0,NA,0,0.0266666666666667,0,0,0,0.0476190476190476,0.00762859633827376,0,0,0.0933691588132078,0.798531581185235,0.0676258992805755,6,2758000,21,50,0,149.3935,0,3,0,0.066428730602846,0,20
"ST. PAUL",2005,"MN06209","Minnesota",62,278692,1,1998,1,1,17,0,24,220,4600,2448,19315,17,52,1891,331,3975,NA,0.205798602122703,0.0717299578059072,0.68,0.236363636363636,0.411086956521739,0.04,0.00389779125162408,0,0,0.0949025191763906,0.797110368323458,0.0493203883495146,7,2758000,22,47,16,165.8783,1,0,0,0.0700271267205374,0.135212418300654,24
"ST. PAUL",2006,"MN06209","Minnesota",62,276989,1,1998,1,0,5,121,17,197,4179,2138,17345,13,12,639,179,2059,0.787184009406232,0.118708561545114,0.0247524752475248,0.764705882352941,0.0609137055837563,0.152907394113424,0,0.00476303881876637,4706,17407,0.0963742878424899,0.795810601332716,0.0643326039387309,8,2758000,16,48,0,154.545,0,1,0,0.0634610038665795,0.0837231057062675,17
"ST. PAUL",2007,"MN06209","Minnesota",62,271662,1,1998,1,2,12,109,14,173,3949,2076,16031,10,28,1317,217,3037,0.776469522688162,0.189445449441707,0.0648648648648649,0.625,0.161849710982659,0.333502152443657,0.125,0.00554016620498615,4936,17146,0.0975660053617156,0.793311670240476,0.0610583446404342,9,2758000,16,44,0,209.1509,0,2,0,0.059857469944269,0.104527938342967,14
"ST. PAUL",2008,"MN06209","Minnesota",62,276083,1,1998,1,0,5,58,18,147,3991,1818,16445,0,0,0,0,0,0.762819084955673,0,0.0328947368421053,0,0,0,0,0.00274862568715642,5324,17123,0.0980382800804013,0.790656431606217,0.0360551431601273,10,2758000,22,61,19,169.9995,0,3,0,0.0600580260284045,0,18
"ST. PAUL",2009,"MN06209","Minnesota",62,280194,1,1998,1,2,12,60,13,165,3857,1789,16162,0,0,0,0,0,0.709463358338142,0,0.0677966101694915,0,0,0,0.133333333333333,0.00618397320278279,5035,12295,0.0984134061459303,0.788636973437081,0.0392051557465091,11,2758000,21,49,12,180.3025,1,0,0,0.0583024618657073,0,15
"ST. PAUL",2010,"MN06209","Minnesota",62,285461,1,1998,1,2,10,50,16,183,4189,2053,16810,0,0,0,0,0,0.723109148550725,0,0.0518134715025907,0,0,0,0.111111111111111,0.0066397913208442,4891,12773,0.0985761033335426,0.786472393119468,0.0265528686581318,12,2758000,17,55,0,178.2419,0,1,0,0.059381141381835,0,17
"ST. PAUL",2011,"MN06209","Minnesota",62,287665,1,1998,1,0,4,38,8,169,3892,1845,16605,0,0,0,0,0,0.692372279274043,0,0.023121387283237,0,0,0,0,0.00790211572775937,4763,10720,0.124044521145605,0.735203893661166,0.0279241306638567,13,2758000,12,60,0,207.0903,0,2,0,0.0582622147289382,0,8
"ST. PAUL",2013,"MN06209","Minnesota",62,294690,1,1998,1,1,5,32,14,218,4074,1761,15995,13,29,1506,118,3372,0.697528363047002,0.210815879962488,0.0224215246636771,0.866666666666667,0.13302752293578,0.369661266568483,0.0666666666666667,0.00415546321192862,4479,10329,0.127317038965863,0.721845406288436,0.0200333889816361,15,2758000,21,49,0,211.2115,1,0,0,0.0546947639892769,0.067007382169222,14
"KANSAS CITY",1990,"MOKPD00","Missouri",48,434711,1,2005,0,1,10,193,121,517,17675,10352,68026,81,214,9681,763,16205,0.744285367629216,0.238217740275777,0.0189753320683112,0.663934426229508,0.413926499032882,0.547722772277228,0.00819672131147541,0.00242691048651089,26345,76680,0.215819160876916,0.76844313731062,0.0273419148736259,-15,2938000,111,97,NA,219,0,1,1,0.157686370945295,0.0737055641421947,121
"KANSAS CITY",1991,"MOKPD00","Missouri",48,438188,1,2005,0,0,7,120,135,477,18131,9886,69119,86,173,9498,699,16199,0.728758877310162,0.234363923089165,0.0144628099173554,0.637037037037037,0.362683438155136,0.523854172411891,0,0.00307912245010172,26315,70702,0.217835326304866,0.765852968230383,0.0217692459924797,-14,2938000,135,116,NA,232,1,0,1,0.158778880297954,0.0707060489581226,135
"KANSAS CITY",1993,"MOKPD00","Missouri",48,435428,1,2005,0,0,12,200,153,515,19119,8487,67882,106,240,10716,753,17171,0.766416445714679,0.252953654871689,0.0227703984819734,0.69281045751634,0.466019417475728,0.560489565353837,0,0.0024002087138012,27134,89030,0.224426167570623,0.757543113542477,0.0298353909465021,-12,2938000,139,90,NA,247,0,2,1,0.156896203275857,0.088723930717568,153
"KANSAS CITY",1994,"MOKPD00","Missouri",48,439089,1,2005,0,1,4,176,142,490,18228,7352,67006,116,227,10156,730,16662,0.773251607215629,0.248664298719518,0.00809716599190283,0.811188811188811,0.463265306122449,0.557164801404433,0.00699300699300699,0.00224423887459631,27264,92975,0.227813369109488,0.753483433578077,0.0351706036745407,-11,2938000,143,83,10,214,0,3,1,0.153656775733393,0.0992927094668117,142
"KANSAS CITY",1995,"MOKPD00","Missouri",48,445549,1,2005,0,1,7,224,107,470,17343,6792,64107,73,200,9437,645,15796,0.778704321060948,0.246400549082004,0.0146750524109015,0.675925925925926,0.425531914893617,0.544138845643776,0.00925925925925926,0.00264535050894243,24229,85258,0.230777832654621,0.749859442803316,0.0451286377056094,-10,2938000,230,182,NA,442,1,0,1,0.145072708052313,0.0949646643109541,107
"KANSAS CITY",1996,"MOKPD00","Missouri",48,448474,1,2005,0,4,5,250,104,412,16354,6344,63167,79,186,8729,576,15121,0.78287572910799,0.239381322526002,0.0119904076738609,0.731481481481482,0.451456310679612,0.533753210223799,0.037037037037037,0.00195288661052118,23898,86168,0.233302937526622,0.746335972591491,0.0626477541371158,-9,2938000,214,232,28,526,0,1,1,0.142195534189273,0.0907944514501892,105
"KANSAS CITY",1997,"MOKPD00","Missouri",48,452070,1,2005,0,2,12,365,100,417,16081,7427,60251,50,153,8649,645,14463,0.795601574388139,0.240045808368326,0.027972027972028,0.490196078431373,0.366906474820144,0.537839686586655,0.0196078431372549,0.00161420500403551,24044,93589,0.236029149638996,0.742867503170934,0.0685979433157763,-8,2938000,218,184,NA,536,0,2,1,0.134895038379012,0.0868452941968493,100
"KANSAS CITY",1998,"MOKPD00","Missouri",48,447730,1,2005,0,3,6,200,130,382,15705,7388,64243,63,186,8539,627,13981,0.787675692236988,0.21762682315583,0.0154639175257732,0.473684210526316,0.486910994764398,0.543712193568927,0.0225563909774436,0.00273050546101092,22176,82268,0.238166164074268,0.739903086742254,0.0420124481327801,-7,2938000,276,176,NA,560,0,3,1,0.144571505148192,0.0848673524634543,130
"KANSAS CITY",1999,"MOKPD00","Missouri",48,443992,1,2005,0,6,3,236,117,330,14586,6750,61386,37,128,7101,752,12359,0.779580291358742,0.201332551396084,0.00900900900900901,0.300813008130081,0.387878787878788,0.486836692719046,0.0487804878048781,0.00123253903040263,19715,69728,0.239698015359142,0.737613385661845,0.0449915110356537,-6,2938000,115,100,0,326.6051,1,0,1,0.139277284275392,0.111407407407407,117
"KANSAS CITY",2000,"MOKPD00","Missouri",48,441545,1,2005,0,2,5,187,113,310,13440,7215,56072,47,123,6177,701,10784,0.774515553600665,0.192324154658296,0.0158730158730159,0.408695652173913,0.396774193548387,0.459598214285714,0.0173913043478261,0.0025974025974026,18455,63391,0.240844305935878,0.735602461440882,0.0369727709556861,-5,2938000,110,87,0,253.4538,0,1,1,0.128002808320783,0.0971586971586972,113
"KANSAS CITY",2001,"MOKPD00","Missouri",48,444267,1,2005,0,12,3,138,103,319,12304,8298,57971,64,41,5933,655,9945,0.777148666211991,0.171551292887823,0.0093167701863354,0.556521739130435,0.128526645768025,0.482200910273082,0.104347826086957,0.000974342318934719,17318,60393,0.239173114678369,0.737050285373904,0.0241091379513113,-4,2938000,114,105,0,297.7567,0,2,1,0.131211636245771,0.0789346830561581,103
"KANSAS CITY",2002,"MOKPD00","Missouri",48,447650,1,2005,0,2,2,192,83,300,11059,6749,52341,51,123,6276,778,10937,0.751839565741858,0.208956649662788,0.00662251655629139,0.6,0.41,0.567501582421557,0.0235294117647059,0.00135452411052917,16458,49862,0.237669664808181,0.737935450355488,0.040108092732186,-3,2938000,86,70,0,298.787,0,3,1,0.117821959119848,0.115276337235146,83
"KANSAS CITY",2003,"MOKPD00","Missouri",48,445965,1,2005,0,9,6,145,82,308,11097,5600,48848,73,79,5583,555,9737,0.738595816133772,0.19933262364887,0.0191082802547771,0.802197802197802,0.256493506493506,0.503108948364423,0.0989010989010989,0.00134989200863931,14945,42227,0.237856491535388,0.73750704884399,0.0379659852259062,-2,2938000,93,89,0,275.0901,1,0,1,0.110264258405929,0.0991071428571429,84
