"AGENCY","YEAR","ORI","STATE","COUNTY","POP","COMPSTAT","COMPSTATDATE","HASCOMPSTAT","YEAR.UNFOUNDED.MURDER","YEAR.UNFOUNDED.RAPE.TOT","YEAR.UNFOUND.AUTO.THFT","YEAR.ACT.NUM.MURDER","YEAR.ACT.NUM.RAPE.TOT","YEAR.ACT.NUM.ASSAULT.TOT","YEAR.ACT.VHC.THFT.TOT","YEAR.ACT.ALL.FIELDS","YEAR.TOT.CLR.MURDER","YEAR.TOT.CLR.RAPE.TOT","YEAR.TOT.CLR.ASSAULT.TOT","YEAR.TOT.CLR.VHC.THFT.TOT","YEAR.TOT.CLR.ALL.FIELDS","SHAREPT2","clearrate","unfoundrapepct","murderclearrate","rapeclearrate","assaultclearrate","unfoundmurderpct","unfoundassaultpct","PART1arrests","PART2arrests","popblackpct","popwhitepct","unfoundautopct","yearssincecompstat","FIPS_PLACE_ID","cdcHomicide","cdcSuicide","cdcUndetermined","cdcUnintentional","haselection","years_since_election","partisantotal","incidentsperpop","autoclearrate","YEAR.ACT.NUM.KILLINGS"
"BOSTON",1991,"MA01301","Massachusetts",13,572454,1,2007,0,0,13,1373,113,486,15620,13455,71213,54,259,5478,4425,18941,0.67374204020477,0.265976717734122,0.0260521042084168,0.47787610619469,0.532921810699588,0.350704225352113,0,0.00509554140127389,13065,26980,0.24568246570618,0.695531617154464,0.101382488479263,-16,2507000,118,50,33,151,1,0,0,0.128253099812387,0.328874024526198,113
"BOSTON",1993,"MA01301","Massachusetts",13,553870,1,2007,0,0,25,745,98,480,15961,11932,65332,59,272,5826,3087,15725,0.685921938088829,0.240693687626278,0.0495049504950495,0.602040816326531,0.566666666666667,0.365014723388259,0,0.00349628519697821,11668,25482,0.251909739749202,0.68410441848157,0.0651100838360887,-14,2507000,104,41,71,145,1,0,0,0.121183671258599,0.258716057660074,98
"BOSTON",1994,"MA01301","Massachusetts",13,556724,1,2007,0,0,20,743,85,453,15607,11240,62804,35,300,5426,2658,15043,0.703720841612455,0.239522960320999,0.0422832980972516,0.411764705882353,0.662251655629139,0.347664509514961,0,0.00465561224489796,10885,25854,0.253169316962145,0.680443635865387,0.0697674418604651,-13,2507000,87,56,65,133,0,1,0,0.116804736278659,0.236476868327402,85
"BOSTON",1995,"MA01301","Massachusetts",13,550715,1,2007,0,0,21,887,96,379,15232,10036,62013,46,232,5238,1216,12651,0.718428334255672,0.204005611726573,0.0525,0.479166666666667,0.612137203166227,0.343881302521008,0,0.00450950918240638,10176,25964,0.252594299177608,0.678412776522692,0.085057890418452,-12,2507000,178,96,118,232,0,2,0,0.11709323334211,0.121163810282981,96
"BOSTON",1996,"MA01301","Massachusetts",13,552519,1,2007,0,0,20,703,59,414,14653,9271,54153,37,271,5674,1457,14039,0.70317715415997,0.259246948460842,0.0460829493087558,0.627118644067797,0.654589371980676,0.387224459155122,0,0.00751828772690328,9604,22752,0.253864158177482,0.674520556088065,0.075211970074813,-11,2507000,126,108,108,216,0,3,0,0.102365710500453,0.157156725272355,59
"BOSTON",1997,"MA01301","Massachusetts",13,555024,1,2007,0,0,14,798,43,350,13916,7731,46989,20,229,5626,977,12805,0.689776700124055,0.272510587584328,0.0384615384615385,0.465116279069767,0.654285714285714,0.404282839896522,0,0.00953736654804271,11003,24465,0.256930715727339,0.668716438977073,0.103963838664812,-10,2507000,78,138,138,266,1,0,0,0.0895690997146069,0.126374337084465,43
"BOSTON",1998,"MA01301","Massachusetts",13,559631,1,2007,0,0,18,1100,34,356,13457,6366,43735,21,238,5514,847,12307,0.674762374034396,0.281399336915514,0.0481283422459893,0.617647058823529,0.668539325842697,0.409749572713086,0,0.00934923439340401,10231,21226,0.259442867864346,0.663799017308504,0.163688912243826,-9,2507000,82,108,102,246,0,1,0,0.0837748444957481,0.133050581212692,34
"BOSTON",1999,"MA01301","Massachusetts",13,557812,1,2007,0,0,18,545,31,337,12671,6764,43321,14,212,5012,958,11375,0.646501457725947,0.262574732808569,0.0507042253521127,0.451612903225806,0.629080118694362,0.395548891168811,0,0.00930414386239249,10185,18627,0.26110528232834,0.659415273926186,0.0886553489625438,-8,2507000,34,35,73,129.8178,0,2,0,0.081547187941457,0.141632170313424,31
"BOSTON",2000,"MA01301","Massachusetts",13,589141,1,2007,0,0,17,516,39,325,12755,7269,44118,21,184,4819,1368,11136,0.644427261681211,0.252413980688155,0.0497076023391813,0.538461538461538,0.566153846153846,0.37781262250098,0,0.00731574441590785,9657,17502,0.262437263043871,0.655266293554793,0.0816171825647505,-7,2507000,40,38,60,116.4239,0,3,0,0.0781001492002763,0.188196450680974,39
"BOSTON",2001,"MA01301","Massachusetts",13,591944,1,2007,0,0,15,407,65,361,12493,8194,45466,32,198,4707,965,11190,0.634496092805929,0.246117978269476,0.0398936170212766,0.492307692307692,0.548476454293629,0.376770991755383,0,0.00919977793639464,9074,15752,0.26097657980516,0.655681948460568,0.0553377910998386,-6,2507000,81,37,104,141.1511,1,0,0,0.0795210357736543,0.117769099340981,65
"BOSTON",2002,"MA01301","Massachusetts",13,596444,1,2007,0,0,19,378,60,369,11855,7096,43567,41,192,4927,1449,12072,0.638230414746544,0.277090458374458,0.0489690721649485,0.683333333333333,0.520325203252033,0.415605229860818,0,0.0101861901978793,9813,17312,0.261644087468721,0.654293369111994,0.0547489010257093,-5,2507000,70,34,104,145.2723,0,1,0,0.0757103768333657,0.204199549041714,60
"BOSTON",2003,"MA01301","Massachusetts",13,589795,1,2007,0,1,17,501,39,262,12110,6463,43046,25,251,5333,1379,12223,NA,0.283952051293965,0.0609318996415771,0.625,0.958015267175573,0.44037985136251,0.025,0.0107825518706094,0,0,0.261167310154676,0.653993248635071,0.0855970571590266,-4,2507000,43,51,129,129.8178,0,2,0,0.0756754465534635,0.213368404765589,39
"BOSTON",2004,"MA01301","Massachusetts",13,580087,1,2007,0,0,7,242,61,269,11622,5545,41996,17,106,5017,781,10654,NA,0.253690827697876,0.0253623188405797,0.278688524590164,0.394052044609665,0.431681294097401,0,0.00861554209673292,0,0,0.25963848481698,0.654735579152044,0.0451179610814534,-3,2507000,63,35,104,116.4239,0,3,0,0.0743216103791328,0.140847610459874,61
"BOSTON",2005,"MA01301","Massachusetts",13,567589,1,2007,0,3,23,328,73,268,11849,4717,40044,21,139,4669,448,9258,NA,0.231195684746779,0.0790378006872852,0.276315789473684,0.51865671641791,0.394041691281965,0.0394736842105263,0.0133233408277125,0,0,0.258182088247164,0.65531114075602,0.0729166666666667,-2,2507000,69,34,11,200.9085,1,0,0,0.0729806250649678,0.0949756200975196,73
"BOSTON",2006,"MA01301","Massachusetts",13,562393,1,2007,0,0,26,168,75,275,11829,4076,39971,35,175,4890,287,8430,0.661582588155897,0.210902904605839,0.0863787375415282,0.466666666666667,0.636363636363636,0.413390819173218,0,0.0258585193115375,10029,19606,0.255828356064643,0.65726169786003,0.0411667842860503,-1,2507000,62,35,13,275.0901,0,1,0,0.0731232429991127,0.0704121687929342,75
"BOSTON",2007,"MA01301","Massachusetts",13,591855,1,2007,1,0,20,122,65,263,11786,3418,38936,24,118,5274,322,8776,0.666598507310091,0.225395520854736,0.0706713780918728,0.369230769230769,0.448669201520913,0.447480061089428,0,0.01840592987424,9783,19560,0.25258199495247,0.660212478523337,0.0374542382427485,0,2507000,69,42,21,244.1811,0,2,0,0.0672597173294135,0.0942071386775892,66
"BOSTON",2008,"MA01301","Massachusetts",13,604465,1,2007,1,0,13,125,62,237,11368,2405,36495,26,120,4964,177,8136,0.642226022516745,0.222934648581998,0.052,0.419354838709677,0.506329113924051,0.436664320900774,0,0.0125086865879083,10042,18026,0.249948902479037,0.662721400179648,0.0516561514195584,1,2507000,73,40,17,201.9388,0,3,0,0.0614642700569925,0.0735966735966736,63
"BOSTON",2009,"MA01301","Massachusetts",13,624222,1,2007,1,0,21,140,50,269,10844,2287,34189,28,179,4817,143,7761,0.595112172652052,0.22700283716985,0.0724137931034483,0.56,0.66542750929368,0.444208779048322,0,0.0113056163384391,9493,13953,0.24734219775241,0.665460692346722,0.0588477366255144,2,2507000,40,47,13,242.1205,1,0,0,0.0556596851761072,0.0625273283777875,50
"BOSTON",2010,"MA01301","Massachusetts",13,617594,1,2007,1,4,25,194,73,256,10754,2037,33638,24,189,4512,119,7395,0.597932250226309,0.219840656400499,0.0889679715302491,0.311688311688312,0.73828125,0.419564813092803,0.051948051948052,0.0136659634962854,8439,12550,0.245204460966543,0.666972398591966,0.0885906040268456,3,2507000,80,54,12,203.9994,0,1,0,0.0556125869098469,0.0584192439862543,74
"BOSTON",2011,"MA01301","Massachusetts",13,621359,1,2007,1,0,18,198,63,271,10391,1899,32074,38,162,3970,128,6534,0.57451832769817,0.203716405811561,0.0622837370242214,0.603174603174603,0.597785977859779,0.382061399287845,0,0.0116986874643333,7928,10705,0.257208758039299,0.642624591339863,0.0965746907706946,4,2507000,59,53,0,235.9387,0,2,0,0.0525831282720617,0.067403896787783,63
"BOSTON",2013,"MA01301","Massachusetts",13,643799,1,2007,1,2,16,183,39,279,10387,1610,30427,31,170,3402,128,5735,0.599258510279744,0.18848391231472,0.0542372881355932,0.75609756097561,0.609318996415771,0.327524790603639,0.0487804878048781,0.00915768386912143,7134,10668,0.258570990655091,0.639150735502103,0.107043815862451,6,2507000,43,48,12,236.969,1,0,0,0.0481128426729461,0.0795031055900621,40
"BALTIMORE",1990,"MDBPD00","Maryland",0,736014,1,1999,0,10,50,363,305,687,27789,9911,98305,230,417,16244,2028,29562,0.687948479978269,0.300717155790652,0.067842605156038,0.73015873015873,0.606986899563319,0.584547842671561,0.0317460317460317,0.00165259565295491,27571,60783,0.593465210866303,0.391959566739892,0.0392594028693292,-9,2404000,275,69,32,268,0,1,1,0.134633308605543,0.204621128039552,305
"BALTIMORE",1991,"MDBPD00","Maryland",0,748099,1,1999,0,8,64,352,304,701,27314,10593,105125,217,415,16658,2509,31684,0.701971105386941,0.301393579072533,0.0836601307189542,0.69551282051282,0.592011412268188,0.609870396133851,0.0256410256410256,0.00219186088989552,26611,62679,0.598146323564386,0.386529588834453,0.037350054525627,-8,2404000,260,81,31,222,1,0,1,0.141570834876133,0.236854526574153,304
"BALTIMORE",1993,"MDBPD00","Maryland",0,732968,1,1999,0,12,39,294,353,668,26921,10623,110293,260,351,13938,1959,28669,0.720720554443019,0.25993490067366,0.0551626591230552,0.712328767123288,0.525449101796407,0.517737082574941,0.0328767123287671,0.00237168797480082,30263,78098,0.610628321004916,0.372661307926753,0.0303057964399817,-6,2404000,321,114,233,243,0,2,1,0.151291734427697,0.184411183281559,353
"BALTIMORE",1994,"MDBPD00","Maryland",0,739180,1,1999,0,11,48,232,321,637,28194,13533,112259,214,302,13752,2290,27398,0.716689836833248,0.244060609839746,0.0700729927007299,0.644578313253012,0.474097331240188,0.487763353905086,0.0331325301204819,0.00212359311955829,30976,78360,0.617535555655256,0.365094609448607,0.0192056819828961,-5,2404000,302,90,257,255,0,3,1,0.152588002922157,0.169215990541639,321
"BALTIMORE",1995,"MDBPD00","Maryland",0,712209,1,1999,0,15,19,114,322,683,28694,11172,114412,149,316,14802,1388,28725,0.75182311611335,0.251066321714505,0.0270655270655271,0.44213649851632,0.462664714494876,0.515856973583327,0.0445103857566766,0.00107919930374238,29812,90312,0.624499597397693,0.357594932198921,0.0111524163568773,-4,2404000,580,154,516,416,1,0,1,0.161020149984064,0.124239169351951,322
"BALTIMORE",1996,"MDBPD00","Maryland",0,716446,1,1999,0,9,42,211,330,641,29391,11151,107231,205,269,14413,1809,29193,0.73472141415892,0.272244033908105,0.061493411420205,0.604719764011799,0.419656786271451,0.49038821407914,0.0265486725663717,0.000883842676003671,21430,59353,0.631784262978874,0.349734656709395,0.0207253886010363,-3,2404000,572,166,504,376,0,1,1,0.150261150177403,0.162227602905569,331
"BALTIMORE",1997,"MDBPD00","Maryland",0,719587,1,1999,0,6,35,234,312,480,29034,8831,98634,170,213,14699,1226,27578,0.80882339198774,0.279599326804145,0.0679611650485437,0.534591194968553,0.44375,0.506268512778122,0.0188679245283019,0.000929080210591514,20458,86553,0.638609446926368,0.342131449105474,0.0299868189806678,-2,2404000,550,146,536,406,0,2,1,0.137781810955451,0.138829124674442,312
"BALTIMORE",1998,"MDBPD00","Maryland",0,662253,1,1999,0,7,93,177,313,469,30624,7358,95567,115,234,13300,1135,24297,0.826519559686642,0.254240480500591,0.165480427046263,0.359375,0.498933901918977,0.434299895506792,0.021875,0.00117416829745597,20661,98436,0.644949129485722,0.335292945545852,0.0273628552544613,-1,2404000,564,128,560,438,0,3,1,0.144982355685818,0.154253873335145,314
"BALTIMORE",1999,"MDBPD00","Maryland",0,650588,1,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831148164804373,NA,NA,NA,NA,NA,NA,NA,19524,96104,0.650015742857534,0.329445531994506,NA,0,2404000,281,62,321,212.2418,1,0,1,0,NA,0
"BALTIMORE",2000,"MDBPD00","Maryland",0,651154,1,1999,1,7,72,195,261,366,25400,7858,82523,203,151,11371,1418,19872,0.845841820608274,0.240805593592089,0.164383561643836,0.757462686567164,0.412568306010929,0.447677165354331,0.0261194029850746,0.00106186337357927,17558,96338,0.653272621334081,0.325346129301761,0.0269935611688955,1,2404000,236,61,284,186.4843,0,1,1,0.12736157652414,0.180453041486383,261
"BALTIMORE",2001,"MDBPD00","Maryland",0,660826,1,1999,1,6,77,224,256,296,24194,8175,79182,169,116,10313,1257,17800,0.848128683118471,0.224798565330504,0.206434316353887,0.645038167938931,0.391891891891892,0.426262709762751,0.0229007633587786,0.00173295923419706,23349,130393,0.653436713971109,0.324951608128905,0.0293279506055569,2,2404000,219,63,254,197.8176,0,2,1,0.120577882831487,0.153761467889908,256
"BALTIMORE",2002,"MDBPD00","Maryland",0,671028,1,1999,1,6,26,0,253,178,23009,6556,70185,119,89,10348,1367,20630,0.863775990992645,0.293937451022298,0.127450980392157,0.459459459459459,0.5,0.449737059411535,0.0231660231660232,0.00281702348964202,22262,141160,0.655271324827163,0.322774289743103,0.0252750520368718,3,2404000,228,51,287,208.1206,0,3,1,0.105174448756237,0.208511287370348,253
"BALTIMORE",2003,"MDBPD00","Maryland",0,644554,1,1999,1,6,39,0,270,204,17960,6857,60243,205,50,7785,846,14244,0.874599771215718,0.236442408246601,0.160493827160494,0.742753623188406,0.245098039215686,0.433463251670379,0.0217391304347826,0.00332963374028857,21815,152148,0.655261207739396,0.32221277735224,0.0343613575552739,4,2404000,241,45,271,219.4539,0,4,1,0.0941907117169392,0.123377570366049,270
"BALTIMORE",2004,"MDBPD00","Maryland",0,634279,1,1999,1,4,88,0,276,182,18530,6712,59098,164,77,8039,589,13455,0.879086396744195,0.227672679278487,0.325925925925926,0.585714285714286,0.423076923076923,0.433837021046951,0.0142857142857143,0.00231518871480106,19074,138675,0.655740057784351,0.321010477313714,0.0349388928828181,5,2404000,265,36,238,195.757,1,0,1,0.0938908587545859,0.0877532777115614,277
"BALTIMORE",2005,"MDBPD00","Maryland",0,641097,1,1999,1,5,77,0,269,162,17848,6212,55431,146,73,8969,959,15379,0.894084798609691,0.277444029514171,0.322175732217573,0.532846715328467,0.450617283950617,0.502521290900941,0.0182481751824818,0.00451782029114842,16577,139935,0.654986063893611,0.321108514148585,0.0750446694460989,6,2404000,242,41,217,192.6661,0,1,1,0.0878291428598168,0.154378622021893,270
"BALTIMORE",2006,"MDBPD00","Maryland",0,637556,1,1999,1,7,83,0,276,138,17139,6262,54103,147,81,10440,784,17580,0.89429865593388,0.324935770659668,0.375565610859729,0.519434628975265,0.58695652173913,0.609137055837564,0.0247349823321555,0.00261871508379888,15705,132874,0.652755783893248,0.322787189860226,0.0774896876841485,7,2404000,250,67,241,177.2116,0,2,1,0.0861194938170137,0.125199616735867,276
"BALTIMORE",2007,"MDBPD00","Maryland",0,624237,1,1999,1,13,81,0,282,146,14928,5816,49190,154,91,8316,663,14130,0.897212505545172,0.287253506810327,0.356828193832599,0.522033898305085,0.623287671232877,0.557073954983923,0.0440677966101695,0.00320512820512821,14134,123373,0.649544637975474,0.325551823791299,0.0756516211061666,8,2404000,266,57,262,205.0297,1,0,1,0.0800000640782267,0.113995873452545,282
"BALTIMORE",2008,"MDBPD00","Maryland",0,634549,1,1999,1,15,56,0,234,137,14854,5508,49822,108,76,8386,620,13643,0.893769736597689,0.273834852073381,0.290155440414508,0.433734939759036,0.554744525547445,0.564561734213007,0.0602409638554217,0.00328792860497886,14297,120288,0.646537628879716,0.328016416340467,0.0629465804695475,9,2404000,213,45,162,175.151,0,1,1,0.0795100141990611,0.112563543936093,235
"BALTIMORE",2009,"MDBPD00","Maryland",0,638755,1,1999,1,12,72,0,238,158,14633,4624,47901,131,106,8230,611,13276,0.886401024319484,0.277154965449573,0.31304347826087,0.524,0.670886075949367,0.562427390145561,0.048,0.00231812913342879,14018,109381,0.641479387796167,0.332279038180995,0.0528471937730438,10,2404000,215,50,194,172.0601,0,2,1,0.0757238690890874,0.132136678200692,240
"BALTIMORE",2010,"MDBPD00","Maryland",0,620961,1,1999,1,3,26,0,223,265,14558,4409,46663,117,142,8422,345,13187,0.881263575048584,0.28260077577524,0.0893470790378007,0.517699115044248,0.535849056603774,0.578513532078582,0.0132743362831858,0.00102930076168256,12464,92508,0.63771239513175,0.335403521209973,0.0440156114483955,11,2404000,190,58,138,194.7267,0,3,1,0.0756553149070553,0.0782490360625992,224
"BALTIMORE",2011,"MDBPD00","Maryland",0,626848,1,1999,1,5,6,160,197,341,14560,4199,48381,91,119,8005,295,12614,0.866916324829803,0.260722184328559,0.0172910662824208,0.450495049504951,0.348973607038123,0.549793956043956,0.0247524752475248,0.00102915951972556,12296,80097,0.64930607564315,0.317538239524295,0.0371474432469617,12,2404000,180,49,128,208.1206,1,0,1,0.0776408315891572,0.070254822576804,199
"BALTIMORE",2012,"MDBPD00","Maryland",0,625474,1,1999,1,12,2,127,216,317,14230,3982,47518,104,50,6872,328,11048,0.845787204288544,0.23250136790269,0.00626959247648903,0.456140350877193,0.157728706624606,0.482923401264933,0.0526315789473684,0.000912729059889068,13233,72577,0.646607271851673,0.319364314953046,0.0313792264655802,13,2404000,202,55,140,230.7872,0,1,1,0.0763373057872909,0.0823706680060271,217
"BALTIMORE",2013,"MDBPD00","Maryland",0,622671,1,1999,1,11,5,124,233,298,13359,4452,48415,116,40,5774,291,9851,0.844864013287251,0.203469998967262,0.0165016501650165,0.475409836065574,0.134228187919463,0.432217980387754,0.0450819672131148,0.00142024218866796,12703,69180,0.645010298297733,0.320400574908085,0.0270979020979021,14,2404000,215,46,161,260.6659,0,2,1,0.0781375718477334,0.0653638814016173,235
"DETROIT",1990,"MI82349","Michigan",82,1027974,1,2013,0,29,40,101,582,1657,16215,30376,129055,378,736,5950,4051,18367,0.760666347075743,0.142319166246949,0.0235710076605775,0.618657937806874,0.444176222088111,0.366944187480728,0.0474631751227496,0.00030826140567201,25961,82511,0.194631171259404,0.801896451943195,0.00364089611965756,-23,2622000,712,246,246,639,0,1,0,0.125725942484927,0.133361864629971,595
"DETROIT",1991,"MI82349","Michigan",82,1036246,1,2013,0,37,74,151,615,1427,16477,28740,130924,377,531,5748,3318,17370,0.74666432221096,0.132672390088907,0.0493004663557628,0.578220858895706,0.372109320252277,0.348849911998543,0.0567484662576687,0.00151496788268089,24493,72189,0.195542003092252,0.801236900876138,0.00622406639004149,-22,2622000,751,251,251,584,0,2,0,0.126657183718924,0.11544885177453,633
"DETROIT",1993,"MI82349","Michigan",82,1020062,1,2013,0,37,0,217,579,0,17194,28061,126537,338,0,5846,2498,13773,0.737294752810994,0.108845634083312,NA,0.548701298701299,NA,0.340002326392928,0.0600649350649351,0.000871636934162357,23551,66097,0.196414491430469,0.800141096402042,0.00890050506834316,-20,2622000,686,240,240,569,1,0,0,0.124445376849642,0.0890203485264246,592
"DETROIT",1994,"MI82349","Michigan",82,1022283,1,2013,0,41,65,179,541,1116,18236,29569,127033,302,402,6784,2561,14517,0.729720021552154,0.114277392488566,0.0550381033022862,0.518900343642612,0.360215053763441,0.37201140601009,0.070446735395189,0.00104081073678444,27088,73134,0.197419248787704,0.798841127640339,0.00701860433877359,-19,2622000,662,224,224,556,0,1,0,0.124592700847026,0.0866109777131455,553
"DETROIT",1995,"MI82349","Michigan",82,997297,1,2013,0,32,112,141,475,1104,18608,29273,125326,269,582,7016,2996,14822,0.751978478575311,0.118267558208193,0.0921052631578947,0.530571992110454,0.527173913043478,0.377042132416165,0.0631163708086785,0.000859106529209622,26921,81622,0.198860673165644,0.79740843262326,0.00580763483222388,-18,2622000,556,210,210,618,0,2,0,0.126004590407872,0.102346872544666,484
"DETROIT",1996,"MI82349","Michigan",82,1002299,1,2013,0,16,80,71,428,1119,20056,34265,128062,251,577,8487,2930,16256,0.753465810698329,0.126938514157205,0.0667222685571309,0.565315315315315,0.515638963360143,0.423165137614679,0.036036036036036,0.000548163651766582,25768,78753,0.200143615111501,0.79582718314916,0.00253260363297625,-17,2622000,493,246,246,583,0,3,0,0.127961815785509,0.0855099956223552,434
"DETROIT",1997,"MI82349","Michigan",82,1021412,1,2013,0,14,84,210,469,968,21191,33439,128053,204,672,10195,2884,17529,0.759946373609774,0.136888632050791,0.0798479087452472,0.422360248447205,0.694214876033058,0.481100467179463,0.0289855072463768,0.000471675864346021,25426,80492,0.201766091051805,0.79403453689168,0.00792143831958702,-16,2622000,505,189,189,725,1,0,0,0.125743578497218,0.0862465982834415,472
"DETROIT",1998,"MI82349","Michigan",82,999976,1,2013,0,16,34,271,430,858,24542,28651,127872,209,468,11242,2416,18096,0.76291196637912,0.141516516516517,0.0381165919282511,0.468609865470852,0.545454545454545,0.458071876782658,0.0358744394618834,8.14863102998696e-05,25725,82779,0.203302413302028,0.792155806166044,0.0121026136128543,-15,2622000,482,205,43,650,0,1,0,0.12828107874589,0.084325154444871,430
"DETROIT",1999,"MI82349","Michigan",82,975020,1,2013,0,14,46,381,415,790,21906,26770,110521,189,438,10176,3091,17422,0.522601513548702,0.157635200550122,0.0550239234449761,0.440559440559441,0.554430379746835,0.464530265680635,0.0326340326340326,9.12908526565638e-05,23467,25689,0.205163249810175,0.790318906605923,0.0179390293114201,-14,2622000,466,206,50,668,0,2,0,0.113920740087383,0.115465072842734,417
"DETROIT",2000,"MI82349","Michigan",82,951270,1,2013,0,21,32,478,396,811,22406,25892,105130,171,343,11107,3176,18651,0.753657173648392,0.177408922286693,0.0379596678529063,0.410071942446043,0.422934648581998,0.495715433366063,0.0503597122302158,4.46289106082921e-05,24687,75527,0.207083239341304,0.785359801488834,0.0246364800723273,-13,2622000,450,189,63,656,0,3,0,0.111272299136943,0.122663370925382,396
"DETROIT",2001,"MI82349","Michigan",82,956283,1,2013,0,17,35,520,395,652,21629,24537,99018,199,314,9875,3144,16686,0.723305604800218,0.168514815488093,0.0509461426491994,0.483009708737864,0.48159509202454,0.456562947894031,0.0412621359223301,9.24598955203181e-05,20290,53040,0.20574216131675,0.786065390630818,0.0297746144721234,-12,2622000,449,212,47,674,1,0,0,0.104410514460677,0.128133023597017,395
"DETROIT",2002,"MI82349","Michigan",82,961987,1,2013,0,5,15,438,402,708,21432,23857,93925,151,435,10222,2549,16742,0.646170127358318,0.178248602608464,0.020746887966805,0.371007371007371,0.614406779661017,0.476950354609929,0.0122850122850123,0,19392,35414,0.20963890827609,0.782096021746317,0.0252104273923347,-11,2622000,439,202,54,665,0,1,0,0.0983152578984955,0.106844951167372,402
"DETROIT",2003,"MI82349","Michigan",82,927766,1,2013,0,21,12,454,366,814,20616,25356,92425,184,461,10547,2402,19640,0.615007973407003,0.212496618880173,0.0145278450363196,0.475452196382429,0.566339066339066,0.511592937524253,0.0542635658914729,0.000145496871817256,17141,27382,0.213373728630167,0.777212724518503,0.0241687192118227,-10,2622000,423,201,38,644,0,2,0,0.100353968565349,0.0947310301309355,369
"DETROIT",2004,"MI82349","Michigan",82,914353,1,2013,0,17,18,336,385,719,17080,24573,81052,144,274,7332,2014,12037,0.645610278372591,0.148509598776094,0.0244233378561737,0.358208955223881,0.381084840055633,0.429274004683841,0.0422885572139304,0.000351164696242538,13571,24723,0.213472722731652,0.776572590716095,0.0193550961768697,-9,2622000,419,179,32,666,0,3,0,0.0892368702240819,0.0819598746591788,387
"DETROIT",2005,"MI82349","Michigan",82,900932,1,2013,0,0,0,0,373,590,34402,21376,96283,113,70,6244,1475,10168,0.683719505402696,0.105605350892681,0,0.302949061662198,0.11864406779661,0.181501075518865,0,0,11357,24551,0.213350785340314,0.776814772888071,0,-8,2622000,392,200,34,678,1,0,0,0.106870440832382,0.069002619760479,373
"DETROIT",2006,"MI82349","Michigan",82,884462,1,2013,0,0,0,0,421,592,33612,22941,104236,118,69,5714,1381,9854,0.690012554424767,0.0945354771863847,0,0.280285035629454,0.116554054054054,0.169998809948828,0,0,11605,25832,0.212005733664301,0.777400971926022,0,-7,2622000,435,196,35,776,0,1,0,0.117852434587354,0.0601978989581971,422
"DETROIT",2007,"MI82349","Michigan",82,860971,1,2013,0,0,0,0,392,335,32980,19464,98435,148,50,6286,1230,10428,0.696699669966997,0.105937928582313,0,0.377551020408163,0.149253731343284,0.190600363856883,0,0,11947,27443,0.214199676497918,0.77509722270021,0,-6,2622000,424,177,32,778,0,2,0,0.114330215535715,0.063193588162762,392
"DETROIT",2008,"MI82349","Michigan",82,905783,1,2013,0,0,0,0,323,334,29902,16096,90941,69,44,5249,963,8828,0.684876524296832,0.0970739270516049,0,0.213622291021672,0.131736526946108,0.175540097652331,0,0,10285,22353,0.219980431188637,0.769324201221364,0,-5,2622000,366,202,45,699,0,3,0,0.100400427033848,0.0598285288270378,323
"DETROIT",2009,"MI82349","Michigan",82,908441,1,2013,0,0,0,0,363,334,31032,12892,88669,82,44,5349,624,8089,0.71025393764063,0.0912269225997812,0,0.225895316804408,0.131736526946108,0.172370456303171,0,0,9014,22096,0.21955095692162,0.768783390816258,0,-4,2622000,375,192,32,764,1,0,0,0.0976056782994163,0.0484021098355569,367
"DETROIT",2010,"MI82349","Michigan",82,713777,1,2013,0,0,0,0,310,403,29926,12604,83987,50,53,5612,498,8135,0.673131504257332,0.0968602283686761,0,0.161290322580645,0.13151364764268,0.187529238789013,0,0,8983,18499,0.223683766737495,0.76403925933421,0,-3,2622000,326,196,30,733,0,1,0,0.117665601441347,0.0395112662646779,310
"DETROIT",2011,"MI82349","Michigan",82,713239,1,2013,0,0,0,0,344,426,26748,11227,76253,39,54,4774,536,7112,0.672462072136081,0.0932684615687252,0,0.113372093023256,0.126760563380282,0.178480634066098,0,0,7837,16090,0.208762971503871,0.778718497776314,0,-2,2622000,380,205,24,697,0,2,0,0.106910867184773,0.0477420504141801,344
"DETROIT",2013,"MI82349","Michigan",82,699889,1,2013,1,0,0,0,316,613,26011,11602,72269,106,93,3941,383,6022,0.665977718405001,0.0833275678368318,0,0.335443037974684,0.151712887438825,0.151512821498597,0,0,6626,13211,0.212655532636902,0.774569166278528,0,0,2622000,352,211,14,856,1,0,0,0.103257802308652,0.0330115497328047,316
"MINNEAPOLIS",1990,"MN02711","Minnesota",27,368383,1,1998,0,1,4,13,6,44,1049,362,4029,5,16,643,36,1163,NA,0.288657235045917,0.0833333333333333,0.714285714285714,0.363636363636364,0.612964728312679,0.142857142857143,0.0177902621722846,0,0,0.0592407538362257,0.896669217066036,0.0346666666666667,-8,2743000,60,124,11,327,0,1,1,0.0110862879123087,0.0994475138121547,6
"MINNEAPOLIS",1991,"MN02711","Minnesota",27,373303,1,1998,0,0,24,88,64,744,8082,5081,47726,13,92,2280,132,3629,NA,0.0760382181620081,0.03125,0.203125,0.123655913978495,0.282108389012621,0,0.00834355828220859,0,0,0.0618402637986235,0.892569160867315,0.0189225719250821,-7,2743000,72,132,16,330,0,2,1,0.128718494091931,0.0259791379649675,64
